"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp585--CNRM-ESM2-1--2075--2052","ssp585",0,0.37,0,113,0,49,55,76.8,0,0,0.2,0.05,19.3403166711491,5052
"ssp585--CNRM-ESM2-1--2075--2053","ssp585",0.2,0.52,0.25,114,0,57,63,79.37,0.1,0,0.2,0.3,19.9402475912454,5053
"ssp585--CNRM-ESM2-1--2075--2054","ssp585",0.16,0.39,0,100,0.2,56,62,84.72,0,0,0.2,0.6,20.6418249998603,5054
"ssp585--CNRM-ESM2-1--2075--2055","ssp585",0.37,0.4,0.25,97,0.2,56,62,76.88,0,0,0.2,0.4,20.3802275712266,5055
"ssp585--CNRM-ESM2-1--2075--2056","ssp585",0.28,0.51,0,114,0,77,83,94.59,0,0.2,0,0.05,21.0873728255351,5056
"ssp585--CNRM-ESM2-1--2075--2057","ssp585",0.36,0.69,0,115,0.1,53,61,80.09,0.6,0.5,0.1,0.4,20.2139706704896,5057
"ssp585--CNRM-ESM2-1--2075--2058","ssp585",0.2,0.36,0,94,0.3,68,74,92.19,0,0.2,0.1,0.2,20.7479345949586,5058
"ssp585--CNRM-ESM2-1--2075--2059","ssp585",0.22,0.6,0,111,0.1,62,68,80.49,0.1,0,0.2,0.05,20.5110599787232,5059
"ssp585--CNRM-ESM2-1--2075--2060","ssp585",0.38,0.62,0,105,0.1,65,71,77.97,0.1,0,0,0.25,20.6443086734129,5060
"ssp585--CNRM-ESM2-1--2075--2061","ssp585",0.37,0.67,0,102,0.1,67,77,90.16,0.2,0,0.3,0.3,20.1765828238362,5061
"ssp585--CNRM-ESM2-1--2075--2062","ssp585",0.31,0.36,0,83,0.4,46,52,77.99,0.4,0,0.1,0.15,19.1179251839456,5062
"ssp585--CNRM-ESM2-1--2075--2063","ssp585",0.29,0.46,0,106,0.1,59,65,79.07,0,0.2,0.5,0.5,21.1875163563517,5063
"ssp585--CNRM-ESM2-1--2075--2064","ssp585",0.3,0.81,0,104,0.1,51,57,77.63,0.8,0.1,0.2,0.3,20.2708800448424,5064
"ssp585--CNRM-ESM2-1--2075--2065","ssp585",0.32,0.5,0,94,0,51,57,84.07,0.2,0.2,0.2,0.15,19.8350943914931,5065
"ssp585--CNRM-ESM2-1--2075--2066","ssp585",0.21,0.86,0,98,0.2,74,80,94.57,0.1,0.2,0.2,0.45,22.792451799552,5066
"ssp585--CNRM-ESM2-1--2075--2067","ssp585",0.3,0.43,0,98,0,63,69,80.68,0.1,0,0.3,0.1,20.258883982326,5067
"ssp585--CNRM-ESM2-1--2075--2068","ssp585",0.39,0.75,0,102,0,66,72,88.42,0.4,0.2,0.3,0.1,20.3181569333836,5068
"ssp585--CNRM-ESM2-1--2075--2069","ssp585",0.33,0.48,0,101,0.1,69,75,88.47,0,0.2,0.2,0.7,21.7537589317906,5069
"ssp585--CNRM-ESM2-1--2075--2070","ssp585",0.24,0.36,0,102,0.1,54,60,82.43,0.8,0.1,0.2,0.25,19.7606175973538,5070
"ssp585--CNRM-ESM2-1--2075--2071","ssp585",0.17,0.47,0,103,0.2,52,58,78.91,0,0,0.2,0.25,18.9886439190426,5071
"ssp585--CNRM-ESM2-1--2075--2072","ssp585",0.06,0.51,0,108,0.2,58,64,75.73,0.2,0,0.2,0.05,20.0562458177316,5072
"ssp585--CNRM-ESM2-1--2075--2073","ssp585",0.45,0.3,0,106,0.1,75,81,85.71,0,0.1,0.5,0.25,22.5535530777411,5073
"ssp585--CNRM-ESM2-1--2075--2074","ssp585",0.32,0.49,0,108,0,46,52,70.13,1,0.1,0.2,0,17.3187108312587,5074
"ssp585--CNRM-ESM2-1--2075--2075","ssp585",0.21,0.42,0,84,0.5,51,57,74.44,0.3,0.1,0.3,0.2,19.8269101874607,5075
"ssp585--CNRM-ESM2-1--2075--2076","ssp585",0.26,0.43,0,95,0.1,54,60,82.58,0.6,0.1,0.4,0.35,19.5583022937556,5076
"ssp585--CNRM-ESM2-1--2075--2077","ssp585",0.21,0.45,0,104,0.3,60,66,88.86,0.2,0,0.3,0.65,21.2605474363633,5077
"ssp585--CNRM-ESM2-1--2075--2078","ssp585",0.23,0.36,0,106,0.1,66,72,89.01,0,0,0.4,0.05,20.5923867324196,5078
"ssp585--CNRM-ESM2-1--2075--2079","ssp585",0.19,0.35,0,101,0.4,49,55,74.31,0.1,0.1,0,0.55,20.6218963568623,5079
"ssp585--CNRM-ESM2-1--2075--2080","ssp585",0.42,0.65,0,107,0,79,85,90.01,0,0.2,0.1,0.3,22.1726639838756,5080
"ssp585--CNRM-ESM2-1--2075--2081","ssp585",0.23,0.24,0,109,0.1,71,77,89.77,0.8,0.3,0.2,0.05,18.8521316351052,5081
"ssp585--CNRM-ESM2-1--2075--2082","ssp585",0.25,0.33,0,97,0.5,62,68,83.97,0.1,0,0.1,0.1,20.7898560279901,5082
"ssp585--CNRM-ESM2-1--2075--2083","ssp585",0.38,0.62,0,101,0,53,66,79.29,0.1,0.2,0.1,0,18.6358335456049,5083
"ssp585--CNRM-ESM2-1--2075--2084","ssp585",0.33,0.82,0,101,0,77,89,94.41,0.1,0.1,0.1,0.15,21.3772753141143,5084
"ssp585--CNRM-ESM2-1--2075--2085","ssp585",0.52,0.71,0,109,0,76,82,92.08,0.2,0.3,0.2,0.3,21.8480389625829,5085
"ssp585--CNRM-ESM2-1--2075--2086","ssp585",0.31,0.44,0,100,0.4,80,86,100.02,0,0,0.1,0.4,23.2233714220838,5086
"ssp585--CNRM-ESM2-1--2075--2087","ssp585",0.23,0.67,0,99,0.3,69,75,87.09,0,0,0,0.05,20.5136647094708,5087
"ssp585--CNRM-ESM2-1--2075--2088","ssp585",0.17,0.21,0,103,0.1,59,78,83.32,0.1,0,0.1,0.25,21.8071560791998,5088
"ssp585--CNRM-ESM2-1--2075--2089","ssp585",0.31,0.33,0,103,0,63,69,88.54,0.2,0,0.2,0,18.0362480196871,5089
"ssp585--CNRM-ESM2-1--2075--2090","ssp585",0.23,1,0,110,0.1,69,79,87.78,0.1,0,0,0,21.4206713306946,5090
"ssp585--CNRM-ESM2-1--2075--2091","ssp585",0.25,0.3,0,106,0.1,72,78,93.87,0.2,0.1,0.1,0,20.0610546501278,5091
"ssp585--CNRM-ESM2-1--2075--2092","ssp585",0.23,0.71,0,109,0.2,60,66,80.14,0.1,0.1,0.2,0.25,20.5227648597699,5092
"ssp585--CNRM-ESM2-1--2075--2093","ssp585",0.38,0.68,0,109,0.2,58,64,75.04,1,0.2,0.3,0.5,19.2963192743811,5093
"ssp585--CNRM-ESM2-1--2075--2094","ssp585",0.33,0.56,0,103,0.1,58,64,86.05,0,0,0.4,0.2,21.564464005927,5094
"ssp585--CNRM-ESM2-1--2075--2095","ssp585",0.36,0.72,0,116,0.1,50,56,73.03,1,0.1,0.2,0.2,18.9174496202299,5095
"ssp585--CNRM-ESM2-1--2075--2096","ssp585",0.13,0.53,0,100,0.2,44,50,60.15,0.2,0.1,0.2,0,18.1736998908674,5096
"ssp585--CNRM-ESM2-1--2075--2097","ssp585",0.12,0.56,0,99,0,61,67,82.44,0.1,0.1,0.3,0,19.8802480193067,5097
"ssp585--CNRM-ESM2-1--2075--2098","ssp585",0.36,0.49,0,95,0.1,56,62,81.68,0.4,0.1,0.3,0.45,20.1586314141667,5098
"ssp585--CNRM-ESM2-1--2075--2099","ssp585",0.48,0.77,0,93,0.4,65,71,90.47,0.1,0,0.2,0.25,20.4331853521876,5099
"ssp585--CNRM-ESM2-1--2075--2100","ssp585",0.32,0.4,0,99,0.2,57,63,80.52,0.6,0.2,0.3,0,20.683709641259,5100
"ssp585--EC-Earth3-CC--2075--2001","ssp585",0.41,0.28,0,102,0.2,47,53,70.34,0.2,0.1,0.1,0.35,19.9750513533326,5101
"ssp585--EC-Earth3-CC--2075--2002","ssp585",0.33,0.57,0,95,0,47,53,76.9,0.2,0,0,0.1,20.480805813962,5102
"ssp585--EC-Earth3-CC--2075--2003","ssp585",0.17,0.36,0.2,105,0,49,56,78.65,0.2,0,0.5,0.4,19.8831829558027,5103
"ssp585--EC-Earth3-CC--2075--2004","ssp585",0.46,0.46,0,112,0.1,58,64,70.93,0.4,0,0,0.15,20.3454481656411,5104
"ssp585--EC-Earth3-CC--2075--2005","ssp585",0.18,0.34,0,105,0,52,58,77.49,0.2,0.1,0,0.2,20.1046416952293,5105
"ssp585--EC-Earth3-CC--2075--2006","ssp585",0.24,0.53,0,113,0,47,53,74.84,0.5,0.2,0.5,0.35,20.40968117428,5106
"ssp585--EC-Earth3-CC--2075--2007","ssp585",0.18,0.37,0,105,0.1,47,64,79.26,0.1,0.1,0.3,0.05,20.7886568913487,5107
"ssp585--EC-Earth3-CC--2075--2008","ssp585",0.41,0.61,0,99,0.4,49,55,69.84,0.2,0,0.3,0.7,21.4726816499468,5108
"ssp585--EC-Earth3-CC--2075--2009","ssp585",0.24,0.61,0,113,0.4,48,54,79.41,0,0.1,0.1,0.35,21.242912093416,5109
"ssp585--EC-Earth3-CC--2075--2010","ssp585",0.51,0.51,0,105,0.2,47,71,78.98,0.5,0,0.1,0,19.0870511483262,5110
"ssp585--EC-Earth3-CC--2075--2011","ssp585",0.28,0.6,0,106,0,55,61,76.36,0.2,0.1,0,0.5,20.7321636300931,5111
"ssp585--EC-Earth3-CC--2075--2012","ssp585",0.21,0.88,0,116,0,60,66,84.75,0.4,0.1,0.2,0.15,19.6645677909039,5112
"ssp585--EC-Earth3-CC--2075--2013","ssp585",0.48,0.45,0,101,0.3,59,65,73.56,0.5,0,0.1,0,18.7307252112273,5113
"ssp585--EC-Earth3-CC--2075--2014","ssp585",0.3,0.62,0,97,0,49,55,73.13,0.5,0,0.1,0.45,18.8942431862107,5114
"ssp585--EC-Earth3-CC--2075--2015","ssp585",0.54,0.68,0,98,0.4,55,61,74.63,0,0,0.3,0.1,19.7992138912408,5115
"ssp585--EC-Earth3-CC--2075--2016","ssp585",0.25,0.65,0,117,0.1,47,53,68.85,0.2,0.1,0.2,0.25,20.2278060770326,5116
"ssp585--EC-Earth3-CC--2075--2017","ssp585",0.19,0.65,0,102,0.2,52,70,75.54,0.2,0,0.1,0.1,21.1717255989024,5117
"ssp585--EC-Earth3-CC--2075--2018","ssp585",0.1,0.88,0,115,0,55,61,79.9,0,0,0.3,0.15,20.8976506330978,5118
"ssp585--EC-Earth3-CC--2075--2019","ssp585",0.17,0.58,0,103,0.2,53,59,74.31,0.4,0.1,0.1,0,20.4139036617772,5119
"ssp585--EC-Earth3-CC--2075--2020","ssp585",0.35,0.61,0,99,0.1,50,56,77.71,0.5,0,0.1,0.2,20.4224691211004,5120
"ssp585--EC-Earth3-CC--2075--2021","ssp585",0.25,0.59,0,107,0.1,60,66,74.02,0.1,0,0.2,0.6,21.8418079786668,5121
"ssp585--EC-Earth3-CC--2075--2022","ssp585",0.18,0.48,0,110,0.1,70,76,94.3,0,0,0.1,0.55,21.4132621427615,5122
"ssp585--EC-Earth3-CC--2075--2023","ssp585",0.42,0.38,0,108,0,44,50,67.02,0.4,0,0.3,0.2,20.3236949137784,5123
"ssp585--EC-Earth3-CC--2075--2024","ssp585",0.27,0.54,0,106,0,46,52,76.31,0,0,0.4,0.15,20.540172676051,5124
"ssp585--EC-Earth3-CC--2075--2025","ssp585",0.11,0.33,0,103,0,54,60,73.02,0.6,0.1,0.1,0.55,21.6186632891898,5125
"ssp585--EC-Earth3-CC--2075--2026","ssp585",0.37,0.5,0,120,0.3,54,60,81.88,0,0.1,0.1,0.2,22.0527525415518,5126
"ssp585--EC-Earth3-CC--2075--2027","ssp585",0.25,0.22,0,101,0.1,64,70,90.75,0,0,0.2,0.4,21.4708835607282,5127
"ssp585--EC-Earth3-CC--2075--2028","ssp585",0.55,0.74,0,111,0.1,53,59,76.73,0.2,0.1,0.1,0.35,20.9143431389165,5128
"ssp585--EC-Earth3-CC--2075--2029","ssp585",0.3,0.53,0,92,0.1,48,54,75.9,0.2,0,0.1,0.2,20.2575020584714,5129
"ssp585--EC-Earth3-CC--2075--2030","ssp585",0.15,0.51,0,106,0.2,46,52,74.44,0,0.2,0.3,0.7,20.5433965160401,5130
"ssp585--EC-Earth3-CC--2075--2031","ssp585",0.33,0.53,0,107,0,47,53,73.36,0.3,0,0.1,0,18.2398863517787,5131
"ssp585--EC-Earth3-CC--2075--2032","ssp585",0.49,0.66,0.2,110,0.1,58,64,84.23,0,0,0.1,0,20.9251900982251,5132
"ssp585--EC-Earth3-CC--2075--2033","ssp585",0.26,0.51,0,108,0.1,65,71,83.2,0.2,0,0,0,19.3844679458112,5133
"ssp585--EC-Earth3-CC--2075--2034","ssp585",0.29,0.44,0,104,0.1,53,59,73.34,0.1,0.1,0,0.6,21.6341616132568,5134
"ssp585--EC-Earth3-CC--2075--2035","ssp585",0.25,0.41,0,108,0.3,52,58,75.65,0.7,0,0,0.25,19.4902881290046,5135
"ssp585--EC-Earth3-CC--2075--2036","ssp585",0.11,0.69,0,96,0.3,62,68,84.1,0,0,0.1,0.05,20.0583741229108,5136
"ssp585--EC-Earth3-CC--2075--2037","ssp585",0.12,0.65,0,100,0.35,73,79,88.86,0.1,0.1,0.1,0.45,21.1032596594598,5137
"ssp585--EC-Earth3-CC--2075--2038","ssp585",0.47,0.67,0,104,0.1,43,49,69.14,0,0,0.2,0.15,19.413940027426,5138
"ssp585--EC-Earth3-CC--2075--2039","ssp585",0.38,0.69,0,104,0,52,58,77.24,0.3,0,0.3,0.5,20.3456705120903,5139
"ssp585--EC-Earth3-CC--2075--2040","ssp585",0.18,0.47,0,102,0,48,54,76.47,0.8,0,0.1,0.15,19.5225548208125,5140
"ssp585--EC-Earth3-CC--2075--2041","ssp585",0.29,0.79,0,118,0.1,51,57,69.06,0.1,0.1,0,0.2,20.2125002833117,5141
"ssp585--EC-Earth3-CC--2075--2042","ssp585",0.3,0.54,0,110,0,56,62,83.79,0,0.1,0.3,0.1,20.564172274135,5142
"ssp585--EC-Earth3-CC--2075--2043","ssp585",0.36,0.52,0,106,0.2,55,68,83.16,0.1,0,0.1,0.25,20.6409566036745,5143
"ssp585--EC-Earth3-CC--2075--2044","ssp585",0.36,0.53,0,111,0.1,61,69,85.01,0.2,0.1,0,0.15,20.7309097134498,5144
"ssp585--EC-Earth3-CC--2075--2045","ssp585",0.22,0.7,0,115,0.1,59,72,81.57,0,0,0.2,0.05,20.7029781508842,5145
"ssp585--EC-Earth3-CC--2075--2046","ssp585",0.39,0.88,0,114,0.8,56,62,78.84,0,0,0,0.25,21.7144603924712,5146
"ssp585--EC-Earth3-CC--2075--2047","ssp585",0.37,0.54,0,105,0.2,62,68,90.66,0.2,0.1,0.2,0.2,20.2972376231331,5147
"ssp585--EC-Earth3-CC--2075--2048","ssp585",0.37,0.71,0,93,0,53,59,83.7,0.1,0,0.2,0.5,21.0199802594957,5148
"ssp585--EC-Earth3-CC--2075--2049","ssp585",0.06,0.55,0,102,0,61,67,89.96,0.1,0,0,0.3,22.2591789477021,5149
"ssp585--EC-Earth3-CC--2075--2050","ssp585",0.37,0.35,0,99,0.2,49,55,69,0.2,0,0.1,0.05,18.4526484087146,5150
"ssp585--EC-Earth3-CC--2075--2051","ssp585",0.43,0.6,0,103,0.1,44,50,66.11,0.1,0.2,0.1,0.3,20.0906827179036,5151
"ssp585--EC-Earth3-CC--2075--2052","ssp585",0,0.36,0,114,0,48,54,73.76,0,0,0.1,0,19.807952904934,5152
"ssp585--EC-Earth3-CC--2075--2053","ssp585",0.2,0.48,0.3,117,0,56,62,79.94,0.1,0,0.2,0.2,20.3601374213802,5153
"ssp585--EC-Earth3-CC--2075--2054","ssp585",0.16,0.5,0.2,105,0.2,55,61,81.98,0,0,0.2,0.45,21.0505674476591,5154
"ssp585--EC-Earth3-CC--2075--2055","ssp585",0.38,0.41,0.25,99,0.2,55,61,75.91,0,0,0,0.25,20.817476000856,5155
"ssp585--EC-Earth3-CC--2075--2056","ssp585",0.34,0.71,0,113,0,75,81,90.92,0,0.2,0,0,21.3224313111477,5156
"ssp585--EC-Earth3-CC--2075--2057","ssp585",0.36,0.59,0,119,0.1,52,58,77.86,0.5,0.2,0,0.2,20.4751732820938,5157
"ssp585--EC-Earth3-CC--2075--2058","ssp585",0.25,0.36,0,94,0.1,67,73,91.84,0,0.2,0.1,0.1,21.0756296116581,5158
"ssp585--EC-Earth3-CC--2075--2059","ssp585",0.22,0.57,0,112,0.1,59,65,78.91,0,0,0.2,0,20.8526036999509,5159
"ssp585--EC-Earth3-CC--2075--2060","ssp585",0.38,0.65,0,111,0,64,70,79.46,0,0,0,0.2,21.0418603609786,5160
"ssp585--EC-Earth3-CC--2075--2061","ssp585",0.37,0.65,0,100,0.1,59,67,85.81,0.2,0,0.2,0.2,19.8913610772949,5161
"ssp585--EC-Earth3-CC--2075--2062","ssp585",0.31,0.32,0,89,0.4,45,51,78.08,0.2,0,0,0.05,19.5776641994705,5162
"ssp585--EC-Earth3-CC--2075--2063","ssp585",0.29,0.49,0,109,0.1,59,65,79.72,0,0.1,0.3,0.45,21.6456386148358,5163
"ssp585--EC-Earth3-CC--2075--2064","ssp585",0.3,0.82,0,106,0.1,48,54,75.02,0.4,0.1,0.2,0.15,20.6279584949309,5164
"ssp585--EC-Earth3-CC--2075--2065","ssp585",0.32,0.41,0,89,0,51,57,83.98,0.1,0.2,0.2,0,20.3344539458799,5165
"ssp585--EC-Earth3-CC--2075--2066","ssp585",0.21,0.83,0,99,0.2,68,76,91.81,0.1,0.2,0.1,0.45,22.9225217931263,5166
"ssp585--EC-Earth3-CC--2075--2067","ssp585",0.31,0.43,0,106,0,62,68,77.88,0.1,0,0.3,0.05,20.6461402693202,5167
"ssp585--EC-Earth3-CC--2075--2068","ssp585",0.4,0.8,0,106,0,66,72,87.72,0.4,0.1,0.3,0.05,20.754954111095,5168
"ssp585--EC-Earth3-CC--2075--2069","ssp585",0.33,0.55,0,104,0.1,68,74,86.87,0,0.1,0.2,0.7,22.0814347966756,5169
"ssp585--EC-Earth3-CC--2075--2070","ssp585",0.24,0.36,0,105,0.1,46,54,75.25,0.4,0,0.2,0.25,20.0416003436456,5170
"ssp585--EC-Earth3-CC--2075--2071","ssp585",0.17,0.59,0,104,0.2,52,58,78.7,0,0,0,0.05,19.4651974990157,5171
"ssp585--EC-Earth3-CC--2075--2072","ssp585",0.06,0.51,0,107,0.2,58,64,73.71,0.1,0,0.1,0.05,20.5423231141307,5172
"ssp585--EC-Earth3-CC--2075--2073","ssp585",0.45,0.41,0,110,0.1,74,80,84.71,0,0.1,0.3,0.25,22.8321503388318,5173
"ssp585--EC-Earth3-CC--2075--2074","ssp585",0.32,0.52,0,110,0,45,51,66.07,0.7,0,0,0,17.80597487442,5174
"ssp585--EC-Earth3-CC--2075--2075","ssp585",0.21,0.23,0,89,0.5,51,57,74.29,0,0.1,0.3,0.2,20.2950671119874,5175
"ssp585--EC-Earth3-CC--2075--2076","ssp585",0.26,0.48,0,97,0.2,53,59,84.09,0.4,0,0.1,0.2,19.9970794464008,5176
"ssp585--EC-Earth3-CC--2075--2077","ssp585",0.21,0.3,0,109,0.3,58,64,87.35,0.2,0.1,0.3,0.6,21.6286418024628,5177
"ssp585--EC-Earth3-CC--2075--2078","ssp585",0.23,0.37,0,111,0.1,63,69,85.52,0,0,0.4,0,20.8308887609569,5178
"ssp585--EC-Earth3-CC--2075--2079","ssp585",0.19,0.5,0,103,0.2,48,54,72.77,0,0.1,0,0.45,21.0777907259559,5179
"ssp585--EC-Earth3-CC--2075--2080","ssp585",0.42,0.56,0,110,0,68,74,83.15,0,0.2,0,0.3,21.5818040668512,5180
"ssp585--EC-Earth3-CC--2075--2081","ssp585",0.23,0.18,0,112,0.2,69,75,91.08,0.6,0.3,0.2,0,19.1936457131935,5181
"ssp585--EC-Earth3-CC--2075--2082","ssp585",0.28,0.33,0,101,0.25,59,65,81.83,0.1,0,0,0.05,21.0543527423798,5182
"ssp585--EC-Earth3-CC--2075--2083","ssp585",0.38,0.63,0,104,0,47,53,76.28,0.2,0.1,0,0,18.3631608075449,5183
"ssp585--EC-Earth3-CC--2075--2084","ssp585",0.33,0.84,0,105,0,75,81,92.07,0.1,0.1,0.1,0.1,20.9176450226513,5184
"ssp585--EC-Earth3-CC--2075--2085","ssp585",0.52,0.65,0,111,0,74,80,94.21,0.1,0.2,0.2,0.35,22.0114625057717,5185
"ssp585--EC-Earth3-CC--2075--2086","ssp585",0.31,0.58,0,105,0.4,69,75,93.21,0,0,0.1,0.25,22.6515177002527,5186
"ssp585--EC-Earth3-CC--2075--2087","ssp585",0.23,0.7,0,97,0.3,68,74,85.48,0,0,0,0.05,20.8770368725909,5187
"ssp585--EC-Earth3-CC--2075--2088","ssp585",0.17,0.34,0,109,0.1,58,64,83.23,0.4,0,0.1,0.2,20.9863857892657,5188
"ssp585--EC-Earth3-CC--2075--2089","ssp585",0.31,0.45,0,106,0,62,68,88.39,0,0,0.1,0,18.4037652229246,5189
"ssp585--EC-Earth3-CC--2075--2090","ssp585",0.23,0.91,0,111,0.1,67,73,86.62,0.1,0,0,0,21.2782354001585,5190
"ssp585--EC-Earth3-CC--2075--2091","ssp585",0.25,0.23,0,106,0.1,67,73,92.02,0.2,0,0,0,20.276242729149,5191
"ssp585--EC-Earth3-CC--2075--2092","ssp585",0.23,0.66,0,114,0.2,59,65,76.96,0.1,0.1,0.2,0.1,20.9416103841687,5192
"ssp585--EC-Earth3-CC--2075--2093","ssp585",0.38,0.67,0,109,0.2,57,63,72.78,0.5,0.2,0.2,0.4,19.7117599280558,5193
"ssp585--EC-Earth3-CC--2075--2094","ssp585",0.33,0.58,0,105,0.1,55,61,85.01,0,0,0.2,0,21.8125356623897,5194
"ssp585--EC-Earth3-CC--2075--2095","ssp585",0.36,0.48,0,116,0.1,50,56,73.2,0.9,0.1,0.2,0.15,19.3868501067207,5195
"ssp585--EC-Earth3-CC--2075--2096","ssp585",0.13,0.53,0,102,0.2,44,50,60.88,0.1,0.1,0.2,0,18.6861679007054,5196
"ssp585--EC-Earth3-CC--2075--2097","ssp585",0.17,0.61,0,101,0,56,63,76.36,0.1,0,0.1,0,20.1794327264074,5197
"ssp585--EC-Earth3-CC--2075--2098","ssp585",0.41,0.52,0,101,0.1,54,60,79.5,0.3,0,0.2,0.25,20.528018645387,5198
"ssp585--EC-Earth3-CC--2075--2099","ssp585",0.48,0.86,0,94,0.3,64,70,90.08,0,0,0.2,0.25,20.8005378562326,5199
"ssp585--EC-Earth3-CC--2075--2100","ssp585",0.32,0.58,0,102,0.2,57,63,79.72,0.3,0.1,0.2,0,21.1167509427147,5200
"ssp585--EC-Earth3-Veg-LR--2075--2001","ssp585",0.36,0.41,0,104,0.1,47,53,70.01,0.2,0.1,0,0.4,20.2659670163766,5201
"ssp585--EC-Earth3-Veg-LR--2075--2002","ssp585",0.33,0.35,0,96,0,47,53,77.45,0.1,0,0,0.15,20.7684626300417,5202
"ssp585--EC-Earth3-Veg-LR--2075--2003","ssp585",0.12,0.52,0,104,0.1,49,55,78.8,0.1,0,0.4,0.4,20.0437464016688,5203
"ssp585--EC-Earth3-Veg-LR--2075--2004","ssp585",0.46,0.49,0,113,0.1,58,64,73.69,0.2,0,0,0.2,20.5931721025699,5204
"ssp585--EC-Earth3-Veg-LR--2075--2005","ssp585",0.18,0.36,0,105,0.1,52,58,74.5,0.2,0.1,0,0.25,20.3755386409313,5205
"ssp585--EC-Earth3-Veg-LR--2075--2006","ssp585",0.24,0.81,0,109,0.2,47,53,74.4,0.4,0.1,0.3,0.35,20.6829065985695,5206
"ssp585--EC-Earth3-Veg-LR--2075--2007","ssp585",0.18,0.54,0,105,0.1,46,61,78.35,0.1,0.1,0.3,0.1,20.8311219782074,5207
"ssp585--EC-Earth3-Veg-LR--2075--2008","ssp585",0.42,0.6,0,97,0.4,48,54,70.23,0.1,0,0.3,0.7,21.7578310145544,5208
"ssp585--EC-Earth3-Veg-LR--2075--2009","ssp585",0.23,0.65,0,109,0.4,48,54,80.7,0,0.1,0.2,0.35,21.5186758728844,5209
"ssp585--EC-Earth3-Veg-LR--2075--2010","ssp585",0.51,0.25,0,108,0.2,47,68,79.32,0.5,0,0.1,0,19.1284094801041,5210
"ssp585--EC-Earth3-Veg-LR--2075--2011","ssp585",0.28,0.56,0,105,0,54,60,74.49,0.2,0.1,0,0.5,20.9369913121029,5211
"ssp585--EC-Earth3-Veg-LR--2075--2012","ssp585",0.21,0.87,0,116,0.1,59,65,85.16,0.4,0.1,0.2,0.2,19.8948265843409,5212
"ssp585--EC-Earth3-Veg-LR--2075--2013","ssp585",0.48,0.45,0,98,0.3,58,64,71.04,0.6,0,0.1,0,18.9568018158268,5213
"ssp585--EC-Earth3-Veg-LR--2075--2014","ssp585",0.26,0.6,0,95,0.1,47,53,70.77,0.4,0,0,0.45,19.1269607806294,5214
"ssp585--EC-Earth3-Veg-LR--2075--2015","ssp585",0.54,0.57,0,97,0.8,52,58,72.63,0,0,0.3,0.15,19.9395781030766,5215
"ssp585--EC-Earth3-Veg-LR--2075--2016","ssp585",0.2,0.53,0,116,0.2,47,53,68.1,0.2,0.1,0.3,0.35,20.5135313400707,5216
"ssp585--EC-Earth3-Veg-LR--2075--2017","ssp585",0.19,0.71,0,99,0.1,51,67,75.12,0.2,0,0.1,0.2,21.1891022446558,5217
"ssp585--EC-Earth3-Veg-LR--2075--2018","ssp585",0.1,0.77,0,115,0,54,60,79.8,0,0,0.3,0.15,21.1600240709696,5218
"ssp585--EC-Earth3-Veg-LR--2075--2019","ssp585",0.17,0.4,0,102,0.2,52,58,73.5,0.4,0.1,0.1,0.05,20.5865593417173,5219
"ssp585--EC-Earth3-Veg-LR--2075--2020","ssp585",0.34,0.38,0,97,0.2,49,55,76.67,0.2,0,0.1,0.25,20.6531824161742,5220
"ssp585--EC-Earth3-Veg-LR--2075--2021","ssp585",0.25,0.57,0,106,0.1,59,65,72.53,0,0,0.1,0.65,21.9970659026753,5221
"ssp585--EC-Earth3-Veg-LR--2075--2022","ssp585",0.18,0.38,0,109,0.1,69,75,93.1,0,0,0.1,0.6,21.5212900695582,5222
"ssp585--EC-Earth3-Veg-LR--2075--2023","ssp585",0.42,0.4,0,104,0,44,50,68.59,0.4,0,0.2,0.25,20.6644975272353,5223
"ssp585--EC-Earth3-Veg-LR--2075--2024","ssp585",0.26,0.42,0,106,0,46,52,76.11,0,0,0.4,0.15,20.8289490087697,5224
"ssp585--EC-Earth3-Veg-LR--2075--2025","ssp585",0.11,0.56,0,105,0,53,59,75.14,0.6,0.3,0.1,0.6,21.7948528845213,5225
"ssp585--EC-Earth3-Veg-LR--2075--2026","ssp585",0.34,0.56,0,123,0.3,52,58,80.95,0,0.1,0.1,0.2,22.2598112555241,5226
"ssp585--EC-Earth3-Veg-LR--2075--2027","ssp585",0.14,0.36,0,100,0,63,69,90.71,0,0,0.2,0.4,21.63827293752,5227
"ssp585--EC-Earth3-Veg-LR--2075--2028","ssp585",0.55,0.83,0,111,0.2,52,58,74.65,0.2,0.2,0.1,0.4,21.1192351253717,5228
"ssp585--EC-Earth3-Veg-LR--2075--2029","ssp585",0.3,0.62,0.25,93,0.2,48,54,76.3,0.2,0,0.2,0.2,20.5315894677791,5229
"ssp585--EC-Earth3-Veg-LR--2075--2030","ssp585",0.15,0.45,0,105,0.2,46,52,74.38,0,0.2,0.3,0.75,20.8417561408127,5230
"ssp585--EC-Earth3-Veg-LR--2075--2031","ssp585",0.33,0.56,0,106,0,47,53,72.04,0.1,0,0.1,0.05,18.5316457447135,5231
