"","ssp","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"ssp370--IPSL-CM6A-LR--2075--2032","ssp370",0.46,0.35,0,49,102.47,6.85417218543046,0.3,0,0.05,0,0.16,0,0,0,0,0.1,0,0.15,0.1,0.15,0.2,11.8362083333333,11.7064166666667,15.2115,19.6660606060606,4232
"ssp370--IPSL-CM6A-LR--2075--2033","ssp370",0.17,0.1,0.1,55,97.52,7.25450331125828,0.3,0,0.6,0,0.05,0.05,0,0,0,0.1,0,0.15,0,0,0.25,12.95675,9.81725,15.063,17.4202941176471,4233
"ssp370--IPSL-CM6A-LR--2075--2034","ssp370",0.19,0,0,44,95.07,7.38960264900662,0.35,0,0.15,0,0.18,0,0,0.15,0,0,0,0.95,0,0,0.1,12.1300833333333,11.6193333333333,15.7066666666667,23.355,4234
"ssp370--IPSL-CM6A-LR--2075--2035","ssp370",0.18,0.15,0.1,43,102.73,7.00039735099338,0.2,0,0.6,0,0.13,0,0,0,0,0,0,0.35,0.15,0,0.15,13.132,8.02116666666667,16.3148333333333,20.3151515151515,4235
"ssp370--IPSL-CM6A-LR--2075--2036","ssp370",0.05,0.15,0.25,43,103.38,7.27788079470199,0.366666666666667,0,0.2,0,0,0,0,0,0,0,0,0.15,0,0,0.4,11.8657916666667,10.4314166666667,15.1086666666667,19.3356060606061,4236
"ssp370--IPSL-CM6A-LR--2075--2037","ssp370",0,0.2,0,55,96.81,6.85304635761589,0.333333333333333,0,0.75,0,0.07,0.15,0,0.5,0,0.1,0,0.35,0,0.3,0.3,13.54525,7.71725,20.4456666666667,20.1272058823529,4237
"ssp370--IPSL-CM6A-LR--2075--2038","ssp370",0.24,0.55,0.1,40,94.36,6.64105960264901,0.216666666666667,0,0.15,0,0.05,0,0,0,0,0,0,0.35,0,0.3,0.3,13.039125,10.8605833333333,12.4315,19.2183333333333,4238
"ssp370--IPSL-CM6A-LR--2075--2039","ssp370",0.32,0.2,0,49,100.39,6.62185430463576,0.2,0,0.4,0.05,0,0.15,0,0.4,0,0.1,0,0.8,0.1,0.15,0.35,13.287625,8.53816666666667,18.5068333333333,22.1359090909091,4239
"ssp370--IPSL-CM6A-LR--2075--2040","ssp370",0.31,0.1,0,35,104.2,7.54854304635762,0.333333333333333,0,0.9,0.1,0.12,0,0,0,0,0,0,0.6,0.15,0,0.2,12.1797083333333,9.62575,14.335,21.869696969697,4240
"ssp370--IPSL-CM6A-LR--2075--2041","ssp370",0.13,0.6,0.15,56,93.06,6.54582781456954,0.383333333333333,0,0.4,0,0.16,0,0,0,0,0.1,0,0.35,0,0.15,0.4,14.84775,10.4428333333333,15.5455,21.1535294117647,4241
"ssp370--IPSL-CM6A-LR--2075--2042","ssp370",0.37,0.35,0.1,47,101.26,7.43748344370861,0.383333333333333,0.1,0,0.05,0.05,0,0,0,0.1,0.1,0,0.3,0.05,0,0.4,12.2444166666667,12.5296666666667,14.5666666666667,17.7424242424242,4242
"ssp370--IPSL-CM6A-LR--2075--2043","ssp370",0.07,0.25,0,43,106.65,6.83456953642384,0.216666666666667,0,0.6,0,0.05,0,0,0.15,0,0,0,0.65,0.1,0.15,0.2,13.21475,8.79175,16.6461666666667,23.0156060606061,4243
"ssp370--IPSL-CM6A-LR--2075--2044","ssp370",0.29,0.45,0,47,105.92,6.89437086092715,0.3,0,0.5,0,0,0.05,0,0,0,0,0,0.25,0.05,0,0.4,12.9737916666667,10.2028333333333,15.7255,19.7322727272727,4244
"ssp370--IPSL-CM6A-LR--2075--2045","ssp370",0.26,0.35,0,60,99.85,6.9812582781457,0.183333333333333,0,0.2,0.05,0.07,0,0,0.1,0,0,0,0.4,0.1,0,0.35,14.478,9.93975,15.9036666666667,21.2989705882353,4245
"ssp370--IPSL-CM6A-LR--2075--2046","ssp370",0.43,0.35,0,56,96.35,7.00615894039735,0.333333333333333,0,0.1,0,0,0.05,0,0,0,0,0,0.95,0.15,0,0.25,13.8681666666667,11.7663333333333,16.9598333333333,22.6478787878788,4246
"ssp370--IPSL-CM6A-LR--2075--2047","ssp370",0.23,0,0,44,108.15,6.63225165562914,0.266666666666667,0,0.7,0,0.06,0.05,0,0,0,0,0,0.6,0.05,0,0.5,12.3685833333333,9.198,17.0471666666667,21.0068181818182,4247
"ssp370--IPSL-CM6A-LR--2075--2048","ssp370",0.17,0.15,0,32,106.07,7.47880794701987,0.333333333333333,0,0.2,0,0,0,0,0.3,0,0,0,0.7,0.05,0,0.05,11.5389166666667,10.9726666666667,15.6455,22.8598484848485,4248
"ssp370--IPSL-CM6A-LR--2075--2049","ssp370",0.22,0,0,34,102.93,7.30205298013245,0.383333333333333,0,0.1,0,0.18,0,0,0.35,0,0,0,0.45,0.05,0,0.4,11.158,11.441,18.3411666666667,21.1032352941176,4249
"ssp370--IPSL-CM6A-LR--2075--2050","ssp370",0.17,0,0.1,42,100.96,6.33576158940397,0.183333333333333,0,0.4,0,0.11,0.05,0,0,0,0.15,0,0.3,0.1,0.15,0.4,11.62625,7.71583333333333,17.0241666666667,19.700303030303,4250
"ssp370--IPSL-CM6A-LR--2075--2051","ssp370",0.31,0.15,0.1,55,94.77,6.74754966887417,0.266666666666667,0,0.1,0,0.13,0.05,0,0,0,0,0,0.45,0.1,0,0.35,13.5547083333333,10.8075833333333,16.2896666666667,20.6495454545455,4251
"ssp370--IPSL-CM6A-LR--2075--2052","ssp370",0.06,0.15,0.25,56,100.06,6.69841059602649,0.216666666666667,0,0.1,0,0.16,0.05,0,0,0,0.1,0,0.1,0,0,0.1,12.3444583333333,10.6430833333333,14.2281666666667,18.3762121212121,4252
"ssp370--IPSL-CM6A-LR--2075--2053","ssp370",0.05,0.45,0,61,92.12,6.45695364238411,0.233333333333333,0,0.1,0,0.12,0,0,0.15,0,0,0,0.25,0.05,0.15,0.25,14.1319166666667,10.9141666666667,13.5633333333333,20.6861764705882,4253
"ssp370--IPSL-CM6A-LR--2075--2054","ssp370",0.2,0.1,0,48,101.67,6.68324503311258,0.25,0,0.05,0,0.08,0.1,0,0,0,0,0,0.65,0.1,0.15,0.45,12.6574583333333,11.3295,15.0358333333333,22.6834848484848,4254
"ssp370--IPSL-CM6A-LR--2075--2055","ssp370",0.26,0.15,0.25,54,101.96,6.82900662251656,0.416666666666667,0,0.15,0,0.15,0.05,0,0.1,0,0,0,0.7,0,0,0.2,12.9275,10.9999166666667,15.6726666666667,22.3931818181818,4255
"ssp370--IPSL-CM6A-LR--2075--2056","ssp370",0.08,0.1,0,50,101,6.70238410596026,0.35,0,0.45,0,0.14,0,0,0,0,0,0,0.1,0.05,0,0.35,12.718,10.4419166666667,14.3096666666667,19.7893939393939,4256
"ssp370--IPSL-CM6A-LR--2075--2057","ssp370",0.24,0.65,0,57,98.96,7.36516556291391,0.433333333333333,0,0.3,0,0.06,0,0,0.15,0,0,0,0.75,0.05,0.15,0.25,14.1418333333333,11.3915833333333,14.4183333333333,22.0333823529412,4257
"ssp370--IPSL-CM6A-LR--2075--2058","ssp370",0.2,0.15,0,31,105.77,7.38423841059603,0.483333333333333,0,0.1,0,0,0,0,0,0,0,0,0.25,0,0,0.35,11.1361666666667,11.5595833333333,14.3948333333333,18.8424242424242,4258
"ssp370--IPSL-CM6A-LR--2075--2059","ssp370",0.05,0.2,0,58,94.53,7.09258278145695,0.35,0,0.15,0,0,0,0,0.1,0,0,0,0.15,0,0,0.25,14.69925,11.017,16.8883333333333,19.9168181818182,4259
"ssp370--IPSL-CM6A-LR--2075--2060","ssp370",0.3,0.35,0,64,94.39,7.22370860927152,0.283333333333333,0,0.3,0,0.05,0.1,0,0,0,0,0,0.4,0.05,0,0.3,14.308125,10.5240833333333,16.2935,20.5134848484849,4260
"ssp370--IPSL-CM6A-LR--2075--2061","ssp370",0.1,0.3,0,35,107.51,6.5612582781457,0.3,0,0.6,0,0.05,0,0,0,0,0,0,0.35,0,0.3,0.3,11.14375,9.13333333333333,15.3923333333333,19.9898529411765,4261
"ssp370--IPSL-CM6A-LR--2075--2062","ssp370",0.23,0,0.1,31,101.75,7.51185430463576,0.216666666666667,0,0.5,0,0.1,0,0,0,0,0,0,0.15,0.05,0,0.4,10.652,9.27141666666667,14.7216666666667,21.3066666666667,4262
"ssp370--IPSL-CM6A-LR--2075--2063","ssp370",0.13,0.3,0,51,94.04,7.15119205298013,0.383333333333333,0,0.05,0,0.12,0.05,0,0.5,0,0.2,0,0.05,0,0.15,0.35,12.518125,11.7879166666667,18.2371666666667,18.2162121212121,4263
"ssp370--IPSL-CM6A-LR--2075--2064","ssp370",0.19,0.3,0,38,100.14,7.58185430463576,0.433333333333333,0,0.6,0,0,0,0,0,0,0,0,0.5,0.15,0,0.35,11.6581666666667,11.9569166666667,14.3381666666667,21.0522727272727,4264
"ssp370--IPSL-CM6A-LR--2075--2065","ssp370",0.17,0,0,30,99.83,7.50827814569536,0.333333333333333,0,0,0,0.05,0,0,0.15,0,0,0,0.15,0.05,0.15,0.6,11.646125,11.437,15.623,19.2530882352941,4265
"ssp370--IPSL-CM6A-LR--2075--2066","ssp370",0.16,0,0,38,99.04,7.26827814569536,0.366666666666667,0,0.25,0,0.12,0.05,0,0,0,0,0,0.65,0.05,0.15,0.5,12.2088333333333,12.17975,16.9611666666667,21.7878787878788,4266
"ssp370--IPSL-CM6A-LR--2075--2067","ssp370",0.18,0,0,47,87.53,7.59145695364238,0.45,0,0.05,0,0.05,0,0,0,0,0.1,0,0.15,0,0.15,0.4,13.0420833333333,11.9498333333333,13.2748333333333,19.5486363636364,4267
"ssp370--IPSL-CM6A-LR--2075--2068","ssp370",0.15,0.45,0,51,101.96,6.8464238410596,0.316666666666667,0,0.35,0,0.1,0.05,0,0.2,0,0,0,0.45,0.05,0,0.2,12.7337083333333,10.52325,16.9398333333333,18.9819696969697,4268
"ssp370--IPSL-CM6A-LR--2075--2069","ssp370",0,0.15,0,42,101.66,7.47701986754967,0.333333333333333,0,0.2,0,0.13,0,0,0,0,0,0,1,0.1,0,0.15,13.05275,10.7758333333333,17.1935,24.3232352941176,4269
"ssp370--IPSL-CM6A-LR--2075--2070","ssp370",0.14,0.1,0,50,100.63,7.12907284768212,0.266666666666667,0,0.7,0.05,0.08,0.1,0,0.25,0,0,0,0.2,0.2,0.15,0.45,12.8725416666667,8.96808333333333,17.5275,20.6281818181818,4270
"ssp370--IPSL-CM6A-LR--2075--2071","ssp370",0.23,0.1,0,42,103.02,6.11748344370861,0.233333333333333,0,0.3,0,0.11,0,0,0,0,0,0,0.25,0,0.3,0.45,12.2804166666667,9.73333333333333,13.8798333333333,19.7663636363636,4271
"ssp370--IPSL-CM6A-LR--2075--2072","ssp370",0.15,0,0,46,92.04,7.59913907284768,0.333333333333333,0,0.25,0,0,0.05,0,0.1,0,0,0,0,0.05,0.15,0.4,13.9338333333333,11.72925,14.3053333333333,18.5584848484849,4272
"ssp370--IPSL-CM6A-LR--2075--2073","ssp370",0.42,0,0.2,57,93.53,6.88609271523179,0.35,0,0.5,0,0.1,0.25,0,0.1,0,0,0,0.55,0.1,0.15,0.15,13.0645416666667,10.4325,18.2503333333333,21.5588235294118,4273
"ssp370--IPSL-CM6A-LR--2075--2074","ssp370",0.13,0.6,0,51,95.8,7.39940397350993,0.283333333333333,0,0.65,0.05,0.07,0,0,0,0,0,0,0,0.05,0,0.2,13.3754583333333,8.54333333333333,12.65,17.1816666666667,4274
"ssp370--IPSL-CM6A-LR--2075--2075","ssp370",0.13,0.1,0,32,96.6,7.67456953642384,0.466666666666667,0,0.3,0,0,0.1,0,0,0,0.1,0,0,0,0.15,0.65,12.12375,10.7076666666667,17.3396666666667,17.5186363636364,4275
"ssp370--IPSL-CM6A-LR--2075--2076","ssp370",0.16,0.25,0,35,108.39,7.23788079470199,0.383333333333333,0,0.65,0,0.11,0.05,0,0.2,0,0,0,0.35,0.05,0,0.35,11.1205,8.83816666666667,17.8141666666667,19.8862121212121,4276
"ssp370--IPSL-CM6A-LR--2075--2077","ssp370",0.16,0,0,44,102.68,6.99185430463576,0.283333333333333,0,0.4,0,0.06,0.1,0,0,0,0,0,0.8,0.05,0.15,0.2,11.8636666666667,10.58925,17.3808333333333,23.3963235294118,4277
"ssp370--IPSL-CM6A-LR--2075--2078","ssp370",0.24,0.1,0.1,50,100.49,6.73847682119205,0.383333333333333,0,0.1,0,0.05,0,0,0,0,0,0,0.4,0.05,0.3,0.4,12.9950833333333,12.03575,13.7315,20.7528787878788,4278
"ssp370--IPSL-CM6A-LR--2075--2079","ssp370",0.14,0.55,0,46,89.36,7.21490066225166,0.383333333333333,0,0.1,0,0.07,0.05,0,0,0,0,0,0.65,0,0,0.2,12.6330416666667,11.9074166666667,14.8561666666667,20.8989393939394,4279
"ssp370--IPSL-CM6A-LR--2075--2080","ssp370",0.27,0.1,0,56,94.84,7.74324503311258,0.25,0,0.65,0,0,0.05,0,0.35,0,0.1,0,0.1,0.15,0,0.3,14.0711666666667,9.96083333333333,17.9475,20.1977272727273,4280
"ssp370--IPSL-CM6A-LR--2075--2081","ssp370",0.1,0.15,0.15,56,100.31,7.3858940397351,0.366666666666667,0,0.6,0,0,0,0,0,0,0,0,0.15,0,0,0.4,13.6911666666667,9.62491666666667,12.9563333333333,18.2929411764706,4281
"ssp370--IPSL-CM6A-LR--2075--2082","ssp370",0.26,0.25,0,48,96.79,6.71701986754967,0.2,0,0.05,0,0.15,0,0,0,0,0,0,0.1,0.1,0,0.75,13.5559583333333,12.0639166666667,14.7506666666667,19.0954545454545,4282
"ssp370--IPSL-CM6A-LR--2075--2083","ssp370",0.18,0.55,0.1,40,105.45,7.31801324503311,0.183333333333333,0,0.3,0,0.12,0,0,0.1,0,0,0,0,0.05,0,0.35,11.5569166666667,9.40291666666667,13.6928333333333,17.9484848484848,4283
"ssp370--IPSL-CM6A-LR--2075--2084","ssp370",0.33,0,0.1,44,103.29,6.96794701986755,0.316666666666667,0,0.7,0,0,0.05,0,0,0,0.1,0,0.45,0.2,0.15,0.2,12.3841666666667,8.62841666666667,15.9976666666667,20.9390909090909,4284
"ssp370--IPSL-CM6A-LR--2075--2085","ssp370",0.3,0.2,0,48,104.7,7.10953642384106,0.233333333333333,0,0.5,0,0.12,0,0,0.3,0,0,0,0.3,0.05,0,0.15,13.3985,9.806,18.3161666666667,19.5823529411765,4285
"ssp370--IPSL-CM6A-LR--2075--2086","ssp370",0.47,0.35,0,47,100.27,7.03066225165563,0.266666666666667,0.1,0.25,0,0.05,0.1,0,0.15,0,0,0,0.4,0.1,0,0.5,12.7825416666667,12.3935833333333,16.1915,20.1071212121212,4286
"ssp370--IPSL-CM6A-LR--2075--2087","ssp370",0,0,0,45,97.72,6.91880794701987,0.35,0,0.3,0,0.12,0.05,0,0,0,0.1,0,0.15,0.1,0,0.6,12.676875,9.93691666666667,17.2183333333333,18.295303030303,4287
"ssp370--IPSL-CM6A-LR--2075--2088","ssp370",0.14,0.25,0.2,52,102.63,7.4146357615894,0.433333333333333,0,0.5,0,0.2,0,0,0.15,0,0,0,0.3,0.05,0.15,0.3,13.538125,10.7916666666667,16.196,20.0319696969697,4288
"ssp370--IPSL-CM6A-LR--2075--2089","ssp370",0.11,0,0,46,107.57,7.47304635761589,0.383333333333333,0,0.45,0,0.06,0,0,0,0,0,0,0.25,0,0,0.2,11.7250833333333,9.603,11.9431666666667,17.6942647058824,4289
"ssp370--IPSL-CM6A-LR--2075--2090","ssp370",0.27,1,0,57,100.97,6.14046357615894,0.2,0,0.2,0,0.09,0.1,0,0,0,0.1,0,0,0,0,0.4,14.2009583333333,10.4730833333333,17.1163333333333,18.8825757575758,4290
"ssp370--IPSL-CM6A-LR--2075--2091","ssp370",0.17,0.1,0,47,106.85,6.53754966887417,0.283333333333333,0,0.25,0,0.08,0,0,0,0,0,0,0.05,0,0,0.25,12.1359583333333,9.92808333333334,15.8371666666667,17.9036363636364,4291
"ssp370--IPSL-CM6A-LR--2075--2092","ssp370",0.26,0.6,0.1,55,97.75,6.62986754966887,0.25,0,0.1,0,0.07,0,0,0,0,0,0,0.4,0.15,0.45,0.55,13.7142083333333,11.1035,15.7155,20.2036363636364,4292
"ssp370--IPSL-CM6A-LR--2075--2093","ssp370",0.18,0.2,0.1,54,95.8,6.88609271523179,0.3,0,0.85,0,0.08,0.05,0,0,0,0.1,0,0.6,0.15,0.15,0.25,13.366875,7.57158333333333,17.447,20.4772058823529,4293
"ssp370--IPSL-CM6A-LR--2075--2094","ssp370",0.08,0.2,0,52,93.88,7.5082119205298,0.466666666666667,0,0.15,0,0.1,0,0,0.15,0,0.1,0,0.5,0,0.15,0.2,13.171375,12.9523333333333,17.0855,20.4,4294
"ssp370--IPSL-CM6A-LR--2075--2095","ssp370",0.26,0.3,0.1,66,97.69,7.21509933774834,0.316666666666667,0,1,0,0.09,0.05,0,0.1,0,0,0,0.25,0.05,0,0.2,14.9788333333333,7.79583333333333,17.2096666666667,20.4724242424242,4295
"ssp370--IPSL-CM6A-LR--2075--2096","ssp370",0.06,0.3,0,57,93.13,7.34556291390729,0.3,0,0.1,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.4,13.3587916666667,10.058,15.0341666666667,17.5348484848485,4296
"ssp370--IPSL-CM6A-LR--2075--2097","ssp370",0,0.25,0,38,98.75,6.77185430463576,0.25,0,0.1,0,0.11,0.1,0,0,0,0.15,0,0.25,0.05,0.15,0.25,12.0784583333333,9.83658333333333,16.4311666666667,19.8705882352941,4297
"ssp370--IPSL-CM6A-LR--2075--2098","ssp370",0.23,0,0,40,98.13,7.18695364238411,0.316666666666667,0,0.3,0,0.15,0,0,0,0,0.1,0,0.6,0,0.15,0.2,12.6244583333333,10.6615,14.4825,22.6630303030303,4298
"ssp370--IPSL-CM6A-LR--2075--2099","ssp370",0.34,0.55,0,38,103.17,6.74072847682119,0.366666666666667,0,0.15,0.1,0.1,0,0,0,0,0,0,0.25,0,0.3,0.7,13.5482083333333,11.8543333333333,12.675,19.4990909090909,4299
"ssp370--IPSL-CM6A-LR--2075--2100","ssp370",0.24,0.15,0,43,100.95,7.15894039735099,0.333333333333333,0,0.5,0,0.13,0,0,0.35,0,0,0,0.25,0.05,0.15,0.45,12.6529583333333,10.2234166666667,19.2823333333333,19.9584848484848,4300
"ssp370--MIROC6--2075--2001","ssp370",0.28,0,0,33,101.7,7.43125827814569,0.283333333333333,0,0.4,0,0.05,0.15,0,0,0,0.1,0,0.55,0.1,0.3,0.1,11.0602916666667,10.1593333333333,17.3033333333333,20.6855882352941,4301
"ssp370--MIROC6--2075--2002","ssp370",0.1,0,0,32,100.75,7.27291390728477,0.4,0,0.25,0,0.08,0.05,0,0.1,0,0,0,0.35,0.1,0,0.45,9.6715,10.99225,18.5193333333333,19.8325757575758,4302
"ssp370--MIROC6--2075--2003","ssp370",0.05,0.3,0,32,108.32,7.48079470198675,0.35,0,0.4,0,0,0.1,0,0.1,0,0,0,0.55,0.05,0,0.45,10.2497916666667,10.15575,17.632,21.0589393939394,4303
"ssp370--MIROC6--2075--2004","ssp370",0.34,0,0,42,96.17,8.03139072847682,0.483333333333333,0,0.55,0,0.08,0.05,0,0,0,0,0,0.15,0,0,0.15,11.4114166666667,10.6904166666667,16.6905,18.3939393939394,4304
"ssp370--MIROC6--2075--2005","ssp370",0.23,0,0,34,102.98,7.63331125827815,0.45,0,0.4,0.05,0.17,0.05,0,0,0,0,0,0.4,0,0,0.3,11.4399583333333,10.6559166666667,16.2533333333333,19.8039705882353,4305
"ssp370--MIROC6--2075--2006","ssp370",0.33,0.25,0.1,42,100.32,8.63,0.45,0,0.25,0.05,0.06,0,0,0,0,0,0,0.55,0.15,0.45,0.25,11.2512083333333,11.6088333333333,16.5296666666667,22.1272727272727,4306
"ssp370--MIROC6--2075--2007","ssp370",0.12,0.1,0,33,104.18,6.8941059602649,0.316666666666667,0,0.3,0,0.1,0.05,0,0,0,0.15,0,0.15,0.05,0.3,0.35,9.30829166666667,11.1605833333333,18.6523333333333,19.419696969697,4307
"ssp370--MIROC6--2075--2008","ssp370",0.1,0.3,0,30,97.32,8.18390728476821,0.366666666666667,0,0.35,0,0.13,0.15,0,0.3,0,0,0,0.75,0.1,0,0.15,11.2117083333333,11.6656666666667,19.6326666666667,20.7451515151515,4308
"ssp370--MIROC6--2075--2009","ssp370",0.06,0.2,0.15,40,103.42,7.00596026490066,0.35,0,0,0,0.07,0,0,0.35,0,0,0,0.95,0.05,0,0.3,11.5025833333333,12.7295833333333,18.0138333333333,22.0527941176471,4309
"ssp370--MIROC6--2075--2010","ssp370",0.24,0.1,0,40,110.73,6.64701986754967,0.283333333333333,0,0.5,0,0.14,0.05,0,0.1,0,0,0,0.05,0,0.15,0.5,11.414375,9.35891666666667,15.7901666666667,16.8889393939394,4310
"ssp370--MIROC6--2075--2011","ssp370",0.36,0,0,31,93.49,7.30211920529801,0.35,0,0.25,0,0.06,0,0,0,0,0,0,0.45,0.05,0,0.5,10.386625,12.3985,14.702,21.2389393939394,4311
"ssp370--MIROC6--2075--2012","ssp370",0.2,0,0.25,45,106.91,7.56443708609272,0.383333333333333,0,0.35,0,0.09,0.05,0,0,0,0.1,0,0.65,0.05,0.3,0.35,11.2023333333333,9.91191666666667,16.743,21.1106060606061,4312
"ssp370--MIROC6--2075--2013","ssp370",0.38,0,0,29,96.13,7.3541059602649,0.316666666666667,0,0.55,0,0.05,0.1,0,0,0,0,0,0.5,0.05,0,0.2,10.18975,9.58283333333333,15.368,18.5427941176471,4313
"ssp370--MIROC6--2075--2014","ssp370",0.29,0.35,0,25,103.92,7.61152317880795,0.25,0,0.55,0,0.14,0,0,0,0,0,0,0.5,0,0,0.25,10.9881666666667,9.49308333333333,14.9231666666667,19.9875757575758,4314
"ssp370--MIROC6--2075--2015","ssp370",0.31,0.15,0,28,101.08,7.23483443708609,0.383333333333333,0,0.4,0,0,0.2,0,0,0.1,0,0,0.15,0,0.15,0.5,10.5843333333333,10.46075,16.7191666666667,19.385,4315
"ssp370--MIROC6--2075--2016","ssp370",0.3,0.15,0,54,98.18,7.83119205298013,0.283333333333333,0,0.25,0,0,0,0,0,0,0,0,0.35,0.2,0.15,0.35,11.5699166666667,10.8329166666667,17.0476666666667,19.9089393939394,4316
"ssp370--MIROC6--2075--2017","ssp370",0.23,0.2,0,32,98.43,7.47980132450331,0.4,0,0.55,0,0.19,0,0,0.2,0,0,0,0.35,0,0,0.35,10.2624166666667,10.293,17.674,21.7251470588235,4317
"ssp370--MIROC6--2075--2018","ssp370",0,0.3,0.1,46,107.26,6.34,0.333333333333333,0.1,0.05,0,0,0.05,0,0,0,0.1,0,0.7,0.05,0.15,0.25,11.7960416666667,12.413,15.8053333333333,20.5312121212121,4318
"ssp370--MIROC6--2075--2019","ssp370",0.12,0.1,0.1,40,103.11,7.44072847682119,0.25,0,0.55,0,0.07,0,0,0.1,0,0,0,0.1,0.1,0.15,0.35,11.7157916666667,11.31075,16.2408333333333,20.0122727272727,4319
"ssp370--MIROC6--2075--2020","ssp370",0.35,0,0,26,98.58,7.70496688741722,0.35,0,0.4,0,0.13,0.05,0,0,0,0,0,0.5,0.05,0.15,0.1,9.872875,12.52575,15.152,21.0065151515152,4320
"ssp370--MIROC6--2075--2021","ssp370",0.12,0,0,51,93.07,7.56834437086093,0.45,0,0.15,0,0.16,0.05,0,0.35,0,0,0,0.55,0.15,0,0.2,12.4798333333333,12.0049166666667,18.415,20.7776470588235,4321
"ssp370--MIROC6--2075--2022","ssp370",0.22,0.2,0.1,43,108.17,7.08774834437086,0.316666666666667,0,0.5,0.05,0.16,0.05,0,0.15,0,0,0,0.6,0,0,0.15,11.843375,10.3680833333333,17.1825,21.2972727272727,4322
"ssp370--MIROC6--2075--2023","ssp370",0.24,0,0,44,98.44,8.02781456953642,0.316666666666667,0,0.4,0,0,0,0,0,0,0,0,0.75,0.05,0,0.05,11.5786666666667,10.7868333333333,17.3785,23.019696969697,4323
"ssp370--MIROC6--2075--2024","ssp370",0.14,0,0,39,100.07,7.0712582781457,0.35,0,0.05,0,0.07,0.2,0,0,0.1,0,0,0.4,0.05,0.15,0.5,10.3961666666667,12.47675,15.8928333333333,19.7513636363636,4324
"ssp370--MIROC6--2075--2025","ssp370",0.14,0.35,0,35,90.76,7.34509933774834,0.3,0.1,0.45,0,0.12,0.1,0,0.3,0,0,0,0.45,0.1,0.15,0.65,8.46116666666667,11.2336666666667,19.8663333333333,21.8255882352941,4325
"ssp370--MIROC6--2075--2026","ssp370",0.27,0.2,0,48,94.44,7.73940397350993,0.433333333333333,0,0.15,0,0.18,0.15,0,0,0,0,0,0.15,0.1,0,0.25,12.0740833333333,12.6945,18.2658333333333,19.3107575757576,4326
"ssp370--MIROC6--2075--2027","ssp370",0.29,0,0,27,100.46,6.66543046357616,0.416666666666667,0,0.1,0,0,0.05,0,0.1,0,0,0,0.4,0.2,0.3,0.25,9.39108333333333,12.8854166666667,16.064,19.8018181818182,4327
"ssp370--MIROC6--2075--2028","ssp370",0.26,0,0,41,102.27,8.02860927152318,0.416666666666667,0,0.25,0,0.07,0.1,0,0.25,0,0,0,0.5,0,0,0.2,11.4701666666667,11.1914166666667,18.7493333333333,20.7789393939394,4328
"ssp370--MIROC6--2075--2029","ssp370",0.25,0,0,16,99.88,7.32602649006623,0.383333333333333,0,0.3,0,0.12,0.15,0,0.1,0,0,0,0.55,0,0.15,0.25,8.74479166666667,11.3648333333333,17.342,18.5775,4329
"ssp370--MIROC6--2075--2030","ssp370",0.09,0.1,0,34,101.58,7.54304635761589,0.283333333333333,0,0,0,0.05,0.05,0,0.1,0,0,0,0.85,0.1,0.15,0.25,10.7252083333333,10.7046666666667,17.4636666666667,21.9980303030303,4330
"ssp370--MIROC6--2075--2031","ssp370",0.28,0,0,34,105.8,7.61503311258278,0.2,0,0.5,0,0.06,0.05,0,0.15,0,0,0,0.05,0,0.15,0.3,11.2475,9.2245,16.8283333333333,16.1956060606061,4331
"ssp370--MIROC6--2075--2032","ssp370",0.59,0.2,0,35,100.81,7.05609271523179,0.316666666666667,0,0.1,0,0.16,0,0,0,0,0.1,0,0.15,0.1,0.15,0.25,10.048375,12.3483333333333,16.0308333333333,19.0469696969697,4332
"ssp370--MIROC6--2075--2033","ssp370",0.18,0.1,0.1,44,100.06,7.46145695364238,0.316666666666667,0,0.6,0,0.1,0.05,0,0,0,0.1,0,0.15,0.05,0,0.25,11.17375,10.4738333333333,15.8628333333333,16.7863235294118,4333
"ssp370--MIROC6--2075--2034","ssp370",0.19,0,0,31,97.03,7.60509933774834,0.35,0,0.15,0,0.18,0,0,0.15,0,0,0,0.9,0,0,0.15,10.3455,12.27125,16.515,22.7262121212121,4334
"ssp370--MIROC6--2075--2035","ssp370",0.18,0.1,0.1,40,105.99,7.19933774834437,0.25,0,0.55,0,0.13,0,0,0.1,0,0,0,0.3,0.15,0,0.2,11.3457083333333,8.66866666666667,17.1311666666667,19.6874242424242,4335
"ssp370--MIROC6--2075--2036","ssp370",0.05,0.15,0.2,31,103.93,7.48543046357616,0.4,0,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0.35,10.0782083333333,11.0749166666667,15.9268333333333,18.715303030303,4336
"ssp370--MIROC6--2075--2037","ssp370",0,0,0,42,101.59,7.05218543046358,0.35,0,0.7,0,0.07,0.25,0,0.35,0,0.1,0,0.2,0,0.3,0.2,11.7623333333333,8.37425,21.2438333333333,19.4929411764706,4337
