"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today70","162",63.096134921161,72.2822285263392,74.1783585786797,73.2114158842894,73.0103777766423
"marketable_yield_today71","163",62.7840636557521,72.3184245482671,74.2578086331915,73.6960127609288,73.2008066889546
"marketable_yield_today72","164",62.4380708430091,72.4092443662367,74.2488582870928,73.9549109784222,73.4159978543412
"marketable_yield_today73","165",63.4686227640857,73.2936097499707,75.128930890433,74.4108638836498,74.2087222325753
"marketable_yield_today74","166",62.4358571032659,72.6163471795584,74.7119198988539,74.0908792963182,74.1913781397509
"marketable_yield_today75","167",61.7119663210926,72.0765494949561,74.5289660168078,73.927332119151,73.5826586541759
"marketable_yield_today76","168",62.2620606183172,73.1782619132228,75.2835929915197,75.1925702583693,74.6804238635016
"marketable_yield_today77","169",62.0589085785766,71.8460734356232,73.6525753669218,73.2283169898388,72.9858852040112
"marketable_yield_today78","17",57.2636153164633,69.2005592721531,72.090487727304,73.291000512668,73.4826897216946
"marketable_yield_today79","170",61.9395458353502,72.2521892995797,74.6022472164043,74.2639762871072,73.8904930065682
