"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today30","126",11.350318282613,10.8301378664957,9.44232957004451,7.36917537906918,6.04161695115925
"marketable_yield_today31","127",10.6993254772147,11.2529911285319,10.0207822051336,7.96812548446916,6.61448744854828
"marketable_yield_today32","128",12.0128066566439,11.3725487121233,9.84137715978462,7.69426653843798,6.32127287318435
"marketable_yield_today33","129",10.4818351376529,10.3990982591858,9.15920048483158,7.114318896475,5.80358034374598
"marketable_yield_today34","13",9.34092962317112,11.1767759037597,10.3929364083221,8.24195839832085,7.24942869849267
"marketable_yield_today35","130",10.8973695788396,11.4858179009476,10.2530484131344,8.36448791023674,6.76750071542568
"marketable_yield_today36","131",12.4458864584791,11.5441196877013,10.0242668107288,7.84092261493359,6.29998185715521
"marketable_yield_today37","132",11.9054523446986,10.9784608617185,9.52380188270532,7.43299935997993,5.92416327094946
"marketable_yield_today38","133",11.1075341959281,11.0479117525924,9.52395936891222,7.51829154224564,6.41210288346811
"marketable_yield_today39","134",10.5185496622514,10.7168257845582,9.76763123619697,7.70810180816524,6.34613494758214
"marketable_yield_today40","135",10.8755861194046,10.5639897059328,9.28432176607222,7.32224682750076,6.08483883495599
"marketable_yield_today41","136",11.2058322159151,10.9151258649276,9.65620007949948,7.44653240281758,6.1559482877068
"marketable_yield_today42","137",10.8966964496497,11.5242561104213,10.255190214202,8.25906192957373,6.88185883045773
"marketable_yield_today43","138",10.3399265593736,11.7732934510767,10.9279463311703,8.78153807373317,7.47647005577154
"marketable_yield_today44","139",11.3954314771687,12.4120905936034,11.6610060144485,9.33454403931715,7.84598397709041
"marketable_yield_today45","14",10.4964065961744,12.4893453216635,11.6982026291304,9.5705532423587,8.24106376684512
"marketable_yield_today46","140",10.5842302253763,12.6367213601255,12.0189283250755,9.71096110237829,8.41017515167671
"marketable_yield_today47","141",12.0803345918335,12.689487294464,11.6154444049151,9.10347169168717,7.78943694818986
"marketable_yield_today48","142",10.5271373159765,12.2175951331159,11.3412749398695,9.16229123129227,7.85921856242155
"marketable_yield_today49","143",11.4843301274082,12.1085254226013,10.830042044762,8.80130183364846,7.35730009579051
"marketable_yield_today50","144",10.6417980417921,12.1924472504081,11.4732501741216,9.27688881835275,7.96674696908286
"marketable_yield_today51","145",10.5997558315462,11.5301129149061,10.5350204263849,8.34368091419188,7.07588775827849
"marketable_yield_today52","146",9.62534448611178,11.230687533694,10.1943070146584,8.31181118137786,7.2949161081279
"marketable_yield_today53","147",10.013650771075,11.420957854814,10.8092512816159,8.77422714736712,7.39814559354119
"marketable_yield_today54","148",9.95283471538584,11.5646113692587,11.1054939805336,8.7989787813951,7.67370544799028
"marketable_yield_today55","149",10.7501531253145,11.7975682164225,11.0737092800042,8.88954463539101,7.54406718645254
"marketable_yield_today56","15",10.3540300900059,12.6937702823239,12.2099210280644,10.2140602857551,8.75882878859629
"marketable_yield_today57","150",10.6535013567652,12.4930766938775,11.7422576467884,9.84012910200894,8.23028540145956
"marketable_yield_today58","151",10.3158091792158,12.4323423995769,12.0329916594611,10.0706169361234,8.77805718947616
"marketable_yield_today59","152",9.38613760154748,11.9462827819081,11.7017620555136,9.7775078125052,8.69966008522327
"marketable_yield_today60","153",8.48257295554637,11.5196852483574,11.2538649699325,9.5053227355861,8.7006607346169
"marketable_yield_today61","154",7.99919074732516,10.9423095861214,11.0859359946927,9.28542704919834,8.39665629417908
"marketable_yield_today62","155",7.49935185875767,10.7566722147244,10.7359349376173,9.16624230651906,8.38114729212506
"marketable_yield_today63","156",7.47681904180558,10.7896631141123,11.1156053645241,9.61466381446766,8.82002790833225
"marketable_yield_today64","157",7.45397480850162,10.8227393637337,11.0533118772496,9.56921886726716,8.66889363425085
